repo_name,num_stars,num_forks,num_contributor,num_commit
sirzzang/Lecture-Multicampus,4,1,1,104
zoeyangyy/event-extraction,1,1,1,24
pnshiralkar/text-to-handwriting,32,21,2,17
imvickykumar999/hackathon-iot-car-parking,1,0,1,294
ayush016/Handwritten,0,0,1,2
ayush016/StudentHelper,0,0,2,17
krison44/text2HandWriting,0,0,0,6
Pravallika-Myneni/speech-to-handwritten-notes,1,0,2,15
JKaplan98/text-to-handwriting-model,0,1,2,3
sihcpro/Reinforcement-Learning-Racing-Car-Backend,0,0,1,4
jsnnet/myweb,0,0,1,40
ignasbra/Bakalaurinis,0,0,1,8
Bellman-devs/bellman,40,4,5,17
secondmind-labs/markovflow,16,1,4,64
ma-ath/traffic-analysis,0,0,1,15
mukehvier/tensorflow-prob,0,0,65,909
ainklain/pearl_tf2,1,0,1,10
artbees/probability,0,1,162,3781
kbronik2017/Non_Euclidean_UCL,0,0,1,53
zhoudoao-bayes/tf-probability,0,0,130,2856
ainklain/mynlp,1,3,1,113
tensorflow/probability,3601,969,409,11305
moonosign/pink_moon_04_21,0,0,1,2
youlingwangzi/TensorFlow,1,0,1,30
HephyAnalysisSW/DeepLepton-Training,0,0,2,34
LuchnikovI/QGOpt,35,3,4,368
ericyu0510/A3C-FlappyBird,0,0,1,3
deepdrive/deepdrive,739,125,5,831
Frostday/IMRDb,1,1,3,60
imhgchoi/pytorch-implementations,3,1,1,81
sanchjain/IMRDb-archived,0,0,2,43
tariqdaouda/Spyrkle,2,3,2,108
Daniel-H-99/Mead,0,0,1,22
eyounx/VirtualTaobao,464,87,2,33
kaphka/imi-master-thesis,2,0,1,114
manucarbonell/gcn-form-understanding,3,1,0,36
uniBruce/Mead,72,10,1,31
ginobilinie/medSegmentation,4,1,1,10
stanfordnlp/phrasenode,30,12,3,29
deepakjain61/ui_automation_machine_learning,0,0,0,4
MoCuishle28/deep-learning-practice,0,0,1,293
zhangbo2008/pytorch,0,0,1,2
yash1996/DL_curated_intuition,0,0,1,5
Jungjee/RawNet,168,41,2,131
ItsQure/Deaf-VOIP-Empowerment,1,0,1,7
HavenFeng/photometric_optimization,245,46,2,49
xuhaiming1996/transformer-with-diverse-beamsearch,3,0,1,8
pliang279/Competitive-Emergent-Communication,3,2,1,68
yune-lilias/Datathon,0,0,4,80
DuaneNielsen/mentalitystorm,0,0,1,38
ginobilinie/asdnet,22,5,1,11
pranjalvithlani/action_recognition_ucf101,2,2,1,36
dmh-cs/entity-linking,1,1,1,536
opendilab/DI-engine,404,73,23,315
ki-yungkim/Python_FinalProject_ML_Mushrooms,0,0,6,322
anandgokul18/Implementing_DL_Research_Papers_in_PyTorch,6,2,3,49
dertilo/terminology-injection,1,0,1,1
tongtong-China/DL,1,0,1,35
stadlmax/Graph-Posterior-Network,19,6,1,4
ymcdull/classification,0,0,1,7
BassemKaroui/Projet_final_AJC,0,1,1,7
yash1996/mnist_deployed_pytorch,0,0,1,3
AhnHeeYoung/Projects,0,0,1,32
PandoraLS/pytorch,0,0,1,31
raghavduddala/PR2_Object_Manipulation,1,0,1,9
disha00991/Surface-Reconstruction,1,0,1,3
clips/mfaq,8,2,1,7
dhritiwasan14/AI-Project,0,1,1,8
XinnaPan/reid_utal,0,0,5,334
furunding/LRL,0,0,1,3
xavierrb44/hardware-aware-transformers,0,0,1,2
gaoshangle/complet_OCR,1,0,1,1
achrafsahnoun1/hand-digits-recognition-flask-heroku,0,0,1,1
HaiyinPiao/pytorch-a3c,0,0,1,3
vantree/HSI,0,0,1,15
Gal-Gilor/Winnie-the-pooch-classifier,1,0,1,50
bionick87/PredNet-ConvGRU,26,3,1,4
Kaiya/cs231ndemo,0,0,1,4
jhashilpa/BlackFriday-Heroku,0,0,1,2
batra-mlp-lab/lang-emerge,92,20,1,9
zixuedanxin/py_learn,0,0,1,2
Prasanna-Kumar-Gaddad/Deep-Learning-Projects,0,0,1,29
Prasanna-Kumar-Gaddad/Plants-Disease-prediction,0,0,1,15
xnancy/russ,9,2,4,124
liuxiaotong15/ae_3d,0,0,1,291
professorli123/machine_learning,0,0,1,1
ihish52/d-HAT,0,0,2,35
LishudaNoBug/learning_PyTorch,0,0,0,1
aarontan-git/Learning,0,0,0,26
Linwei-Chen/Pytorch-muti-tutorial,0,0,1,5
drramakantbaghel/nnn,0,0,7,117
keineahnung2345/MorvanZhou-PyTorch-Tutorial-With-Detailed-Note,4,5,6,98
MorvanZhou/PyTorch-Tutorial,6586,2952,7,117
takemdarlington/image_classify_cifa10_app,0,0,1,2
HamidBekamiri/Indicator_semantic_search,0,0,1,3
jiangzian96/GNN-facebook-page-recommender,0,0,1,12
ColinWan/DL21SP20,0,2,3,175
opendilab/DI-star,272,34,6,33
NgvTue/test,0,0,1,22
dmontag23/qa-streaming-pipeline-challenge,0,0,1,11
jedz5/DI-engine,0,0,2,26
TanmayKhot/Visualizer-for-Adversarial-Attacks,18,3,3,59
nicehiro/pytorch-a3c,0,0,1,3
lwh16/Empatica-Data-Analysis,0,0,1,1
mikwieczorek/farfetchChallenge2021,0,0,0,1
Asocsar/Segmentacion-de-documentos-digitales,0,0,1,21
jfrancis71/PyGenBrix,0,0,1,310
crs4/deep_framework,4,0,2,392
salanueva/UniVSE,8,3,1,170
AyodejiIbimilua/plant-diseases-recognition,0,0,1,2
lbcb-sci/GNNs-Hamiltonian-cycles,0,0,1,28
MatthewAbugeja/osnet,0,0,1,1
mununum/ray,0,1,321,51103
ocropus/ocropus4,11,5,2,560
zewei-long/fedsiam-pytorch,0,1,1,5
qiulingxu/consistent,0,0,2,62
sairaghav/QA-Challenge,0,0,2,56
KKN18/Naver-News-Sentiment-Analysis,0,0,1,53
knalbant/oppel,1,0,1,10
sysml-quantify-perception/quantify-perception-aes,0,0,0,2
mishra27/vipykube,0,0,1,6
EunBunny2/reviewStagram2,0,0,1,9
joycex99/adversarial-training,9,0,5,213
YunseokJANG/l2l-da,20,4,1,2
DashanGao/SPAA,1,0,0,11
revbucket/geometric-certificates,34,2,2,165
revbucket/mister_ed,68,10,4,210
matthew-mcateer/adversarial_losses,0,0,1,10
Jay-Lewis/NN_cert_methods,0,0,1,4
EvaFlower/spaa,0,0,1,1
zhangchuheng123/Reinforcement-Implementation,344,67,2,24
jcpeterson/cifar10-human-experiments,2,1,2,327
andrei-ars/muzero-v4,0,0,1,1
cassidylaidlaw/ReColorAdv,23,5,1,21
covidxray/covidxray.org,0,0,2,54
andrei-ars/rl_web_imitation,0,0,1,1
Djoongaar/loader,0,0,1,9
linjiaty/SNN_prefetcher,0,0,1,2
andrei-ars/muzero-test2,0,0,1,9
abyravan/se3posenets-pytorch,10,6,1,8
andrei-ars/muzero-test3,0,0,1,26
facebookresearch/FLSim,68,6,11,29
maxrowland/LendingClub,0,0,1,16
phungpx/SSD_pytorch,0,0,1,15
zhiqwang/demonet,20,3,1,157
koulanurag/muzero-pytorch,233,38,3,15
mdhiebert/meta-minichess,1,0,2,132
chandar-lab/LoCA,3,1,2,47
bengioe/implementations,1,0,1,16
tilman/compositional_elements,1,0,1,276
denizalperacar/MSG-GAN,0,0,2,66
gbxu/vision,0,0,428,2060
Fangjin98/distributed_PS_ML,1,1,1,111
Tenire/Pytorch,0,0,1,6
Hunger-Prevails/vision-models,0,0,1,1
samuelbortolin/torchvision,0,0,1,1
mantianlong/deep-learning-for-cv,1,0,1,11
ncsu-landscape-dynamics/LAMP_assay_automation,1,1,3,195
SaradaPrasadp/vision,0,0,426,1988
leidi1989/edgeai-torchvision,1,0,1,1
tamnguyenvan/mobilenetv3-face-gender,0,0,1,2
huangyingw/pytorch_vision,0,0,401,1872
sugiyama404/chat_bot,0,0,1,21
WdBlink/Object-Detection-Zoo,0,0,1,5
futurelife2016/vision,0,0,443,2206
gabrielfougeron/PyTorchLakeSegmentation,0,0,1,6
xiaohu2015/ssd_pytorch,7,0,1,40
GiuseppeCartella/Indoor-Scene-Understanding,0,0,3,136
gradsim/gradsim,64,3,1,5
nandokwang/Vision_models_review,0,1,2,36
jkuck/BPNN,8,2,2,185
xiaoqi25478/Job,1,1,1,86
Vinaypavanguntur/image-classifier,0,0,1,2
muammar/ml4chem,77,14,2,432
nik31096/control_algorithms,0,0,1,57
daovietanh190499/structure-from-motion,8,0,1,45
dysdsyd/VO_benchmark,2,0,1,39
cvlab-epfl/disk,135,16,3,31
anonicmla/ssltsc,0,0,1,1
Goschjann/ssltsc,3,0,3,12
ain-soph/trojanzoo,128,32,7,1243
derekdstratton/FacePretraining,0,0,2,12
gau-nernst/vision-toolbox,5,0,1,70
LinB203/Torch_Classify,8,3,1,8
dudeperf3ct/end-to-end-images,2,0,2,16
ffiirree/cv-models,2,1,1,111
pytorch/vision,10939,5647,472,2493
Nayoung-Kim-ICP/VQAC,3,1,1,5
Mushroomcat9998/Classification-training,0,0,1,4
isLinXu/DL_Frame_Models,0,0,1,7
etetteh/vision,0,0,1,6
ComputerVisionLaboratory/subspace_metriclearning,0,0,1,12
xiaohu2015/nncls,4,0,1,57
kaylode/mediaeval21-vsa,1,0,1,107
moskomule/mae.pytorch,1,1,1,16
buttercutter/gdas,6,1,1,67
fanchenyou/HME-VideoQA,52,13,1,48
Jumperkables/trying_blp,0,1,1,3
Liesy/Lab-Work,0,0,1,61
sfu-gruvi-3dv/sanet_relocal_demo,45,10,1,9
fanchenyou/EgoVQA,7,0,1,10
mlab-upenn/ISP2021-object_detection,2,2,3,248
PoieoDev/paillier,0,0,1,1
mjafri118/paillier-optimization,0,0,1,6
isi-nlp/rtg,21,4,4,1179
YTMartian/Pipe-Defect-Detection,0,0,1,90
UdaikaranSingh/Hierarchial_VAE,0,0,1,2
AConati/amnom-chess,0,0,3,53
cselab/covid19,0,0,8,861
jihoonl/VAEs,0,0,1,23
PyTorchRL/pytorchrl,15,2,3,787
pyro-ppl/pyro,7322,895,111,2304
tridungduong16/Learning-ML-Course,0,0,1,29
yhchen12101/My_MPO,0,0,1,2
grahamgrieb/ir-based-qa,0,0,1,9
jdwillard19/surface_temp,1,0,1,201
rb-rl/MADDPG,0,0,1,81
jdwillard19/MTL_lakes,5,4,1,202
w86763777/hcc-ml,0,0,1,10
chrhenning/hypnettorch,35,4,3,33
chrhenning/posterior_replay_cl,7,1,2,9
HikariX/ML2021,1,0,1,33
daisatojp/mpo,23,12,1,55
joycenerd/Reinforcement_Learning_2021,0,0,1,33
OrangeCH3/TSP,1,0,1,2
Rintarooo/TSP_DRL_PtrNet,66,25,1,80
RobertCsordas/ndr,8,1,1,7
kiudee/cs-ranking,59,14,4,853
libilab/rsfMRI-VAE,5,1,2,10
piotrostr/helping-the-parents,0,0,1,57
jedi2610/tuxkart-ai,2,0,1,122
dfd/CS7643_group_project,0,0,1,136
nbeshouri/universal_transformer,1,1,1,97
Coderx7/A-Quick-and-Simple-Pytorch-Tutorial,7,0,1,17
seungyoon/CS7643_group_project,0,0,1,61
gizatt/scene_generation,4,1,1,457
VaticanCameos99/knowledge-distillation-for-unet,16,4,1,12
sally20921/ConSSL,55,52,1,74
me2140733/AKI,0,0,3,8
DolceLatte/MalwareDetector_on_pipeline,1,0,1,52
me2140733/AKI-Diagnosis,0,0,4,11
PeterZhizhin/HSE-DeepLearning-NCSN,4,0,2,70
oycq/bin_entory_exponent,0,0,1,98
dragen1860/IntroVAE-Pytorch,40,13,1,25
Mckiev/RL-preferences,0,0,1,45
maxfrei750/paddle,0,0,1,384
parsatorb/PyTorch-Saccader,5,1,1,14
hypnopump/rgn2-replica,29,13,4,212
bytegoing/CETMarkQuery,8,2,2,13
tilocher/Semester_Project_Timur_Locher,0,0,1,3
wangxiaodong1021/HCC_Prognostic,12,7,1,9
tapasML/Session9,0,0,2,9
helena-maia/multistream_HAR,0,0,2,567
sopilnyak/antonovka,0,0,3,35
k2khan/deepLearning,0,0,1,2
birdortyedi/instagram-filter-removal-pytorch,27,3,1,23
anellenson/DeepBeachState,4,0,1,57
kooyunmo/GAN-detector,2,2,4,46
yling1035/CAM_visualization,0,0,1,1
Balmukund151/EVA4,0,0,1,35
cosbidev/MES-CXR-COVID-19,0,0,1,7
parkerashlan/Fellowshipai-Challenge-1,0,0,1,3
helpthx/TCC-2-UnB,0,0,1,44
lssac7778/Off-road-Benchmark,7,0,1,44
apyrros/HCC-comorbidities,0,1,1,16
Lee-Gihun/LG_VisionModule3,0,2,2,33
Anjalichimnani/EVA4,0,0,1,81
leeso1718/StockMarket_explainableAI,0,1,3,349
ilyak93/GAIN-pytorch,3,1,1,291
CuAuPro/VGG16_MVTec,0,0,1,3
ma-xu/DistKernel,1,0,1,232
mishra27/CS760-final-project,0,0,1,15
samaonline/CNN-filter-similarity,1,0,1,2
tasn19/RTAI,0,0,2,59
ma-xu/NANet,3,0,1,249
DasuberVetLeonidas/Veterinary-Radiograph-Abnormality-Detection,0,0,1,3
parkerashlan/Arnold-BarkNet,0,0,2,19
jake-sippy/data-staining,0,0,1,75
tapasML/EVAB2_Session10,0,0,1,4
unnamed42/metastasis-analyzer,0,0,1,10
kazuto1011/grad-cam-pytorch,697,159,1,36
CheungBH/CNN_classification,0,1,3,85
Cherishzyh/ProstateECE,2,0,1,25
CheungBH/ImageClassifier,0,0,1,105
ma-xu/SPANet_TMM,3,0,1,63
ma-xu/Dynamic-Conv,1,1,1,14
huangchuanhong/VisualExplanationMethods,0,0,1,28
TF-Liu/NJUSE-AutomatedTest,0,0,1,2
arctictrader13/FACT,0,0,4,103
yukeyi/MCDS-Capstone,0,0,4,167
thanhkaist/AttentionResnet,31,7,1,29
yangcyself/CS385ML,2,2,3,232
ma-xu/DCANet,108,24,2,17
plat320/Classification_based_AD,0,0,1,2
kellyzhu11/COVID19-Pneumonia-Detection,1,0,1,22
Nyquixt/CoConv,1,0,1,27
DanielF29/Grad-CAM_tests,0,0,1,33
kwxu/bmi_regression,0,0,1,19
logichen/ZeroSNet,1,1,1,19
tedtroxell/metrician,0,0,1,25
nikunjlad/Interpretability-in-Image-Classification-Techniques,0,0,2,80
ma-xu/Efficient_ImageNet_Classification,14,7,1,17
plat320/BI_detection,0,0,1,18
lod531/smoothing,0,0,258,2054
yanggg1997/pytorch_utils,1,0,1,13
tzofi/xray-ai,1,1,1,10
clairebub/interpretability,0,0,1,39
YousufAzadSami/Deep-Learning,0,0,2,16
teddykoker/u-noise,37,5,1,3
theNinthElement/Visualization-and-Medical-Image-Analysis,1,1,2,47
henktillman/gradpam,0,0,5,335
benotsmane/SOTA-Conditional-Generative-Modeling-via-Learning-the-Latent-Space,0,0,1,2
sfu-gruvi-3dv/msp_rot_avg,3,0,1,5
ysyisyourbrother/SYSU_Notebook,500,148,1,19
lijinmin1/MaybeUseful,8,0,1,11
zqbai-jeremy/DFNRMVS,102,21,1,7
AlphaBetaGamma96/CustomDeterminantFunction,0,0,1,6
LHBO/ShapleyValuesVAEAC,0,0,1,18
Voice-Privacy-Challenge/Voice-Privacy-Challenge-2022,11,3,7,393
nii-yamagishilab/project-NN-Pytorch-scripts,135,26,2,226
HumanCompatibleAI/eirli,17,2,6,2353
Lumotheninja/50.039-deep-learning,1,0,1,32
SmellingSalt/amazon_review_sentiment_analysis,0,0,1,29
joycenerd/Image_Manipulation_Techniques_Visual_Effects,0,0,1,26
chonlei/neural-ode-ion-channels,1,2,1,81
tjohanne42/api_nlp_trustpilot,1,0,3,40
nanoporetech/taiyaki,102,39,10,768
udishadc/taiyaki,0,0,1,30
B4RT1M/Reinforcement-Learning-,0,0,1,16
HeYuwei/AIconference,8,2,1,26
howardh/scribe,0,0,1,24
NLESC-JCER/QMCTorch,15,2,3,1070
Liangrj5/Compress-Net-ED,0,0,1,25
cwkx/ShapeTracing,0,0,2,2
cinniehsiung/Bottleneck,2,0,2,61
gpleiss/ciq_experiments,2,0,1,9
kb-labb/ad_classification,0,0,1,3
nihilistsumo/Blackbox_clustering,1,1,1,241
dlpbc/penn-a,5,0,1,9
pytorch/botorch,2201,248,55,1096
tangzhenyu/botorch,0,0,1,3
jaggaer-ngvozdenovic/Contract-Analysis,2,0,1,75
bpriviere/decision_making,5,0,1,196
mazo20/MLP-project,0,0,2,127
Marti242/DConv,1,0,1,5
charleschen0803/Deep-Learning-Projects,0,0,1,3
zhihanyang2022/cql_modified,0,0,1,24
Pongpisit-Thanasutives/Multi-task-Physics-informed-neural-networks,9,3,1,406
wuyongfa-genius/Background_Substraction,3,0,1,6
ivartz/IN9400_exercises,1,0,1,36
Fraunhofer-SCAI/wavelet_pooling,17,1,1,162
RomeoV/ProbabilisticAI-Projects,1,1,3,58
q1park/docstructure,0,0,1,7
IHR-Nom/utils,0,0,1,1
Kim-Dongjun/Posterior_Aided_Regularization_for_Likelihood_Free_Inference,1,0,1,5
Kim-Dongjun/Sequential_Likelihood_Free_Inference_with_Implicit_Surrogate_Proposal,0,0,1,5
CameronFen/sbi2,0,0,24,780
singh-rounak/sbi,0,0,1,2
fortytwo42424242/anonymous_repo,0,1,1,27
obok13/NN-DOBO,1,0,1,7
obok13/B-PINNs,8,4,1,20
MingyuKim87/hamiltorch_source,0,0,1,1
zzh237/quanthmc,0,0,1,88
hyunjimoon/cosim,0,0,1,5
AdamCobb/hamiltorch,217,43,5,59
statisticallyfit/PythonNeuralNetNLP,2,0,2,655
2019-dl-training-program/Lab2,0,3,2,8
ZmaraXion/DL_course,0,0,1,7
imflash217/lightning,0,0,1,6
Officium/RL-Experiments,47,8,2,82
humorbeing/python_github,0,0,1,283
Mibokess/riai-deeppoly-abstract-nn-verifier,0,0,1,43
dfioravanti/copula_vae,0,0,1,152
BYU-PCCL/DeepVisualKalman,0,1,1,6
kenzoyan/ELEC-E8125-Reinforcement-Learning,0,0,1,2
anonymoussubmitter22/Neurips_2021_submission,2,0,1,3
loicCQAM/musicSep,2,0,1,236
StuartIanNaylor/speechbrain-notorch,0,0,1,2
TParcollet/speechbrain,0,1,25,4025
speechbrain/speechbrain,3760,698,81,5969
rbg-research/AI-Training,1,16,14,160
johntremblay/sb,0,0,37,4629
salah-zaiem/PL-groupselection,1,1,1,1
eric88525/dprnn_package,0,0,1,4
LCF2764/autoKWS2021_1st_solution,4,1,1,2
salah-zaiem/Pseudo-Label-Selection,0,0,1,2
Lukeli0425/VASP,0,0,1,6
Damien-Da/Speechbrain,0,0,1,3
hieule88/SpeechSeparation,3,2,1,29
ZhaZhaFon/speechbrain_own,0,0,1,2
Qianjx/Open_SIS_system,0,0,1,3
jjery2243542/speechbrain_public,0,0,36,4615
jiheechoi6/voice_verification_api,1,0,1,6
flexthink/__speechbrain,0,0,36,4626
